Student_Name,Student_mail_id,Program,Cohort,Term,Placed_Not_Placed,CGPA,AI_Tutor_Usage,AI_Mentor_Usage,AI_TKT_Exam_Usage,JPT_Usage,Yoodli_Usage
Student_31_Jan-23,student31@jan-23.spjain.edu,GMBA,Jan-23,Term 4,Not Placed,3.34,Low,Medium,High,High,High
Student_32_Jan-23,student32@jan-23.spjain.edu,GMBA,Jan-23,Term 1,Placed,3.79,Low,High,Low,None,None
Student_33_Jan-23,student33@jan-23.spjain.edu,GMBA,Jan-23,Term 2,Placed,2.58,Medium,Medium,None,Low,High
Student_34_Jan-23,student34@jan-23.spjain.edu,GMBA,Jan-23,Term 3,Not Placed,3.48,Low,High,High,Low,Medium
Student_35_Jan-23,student35@jan-23.spjain.edu,GMBA,Jan-23,Term 3,Not Placed,3.9,Medium,High,High,None,Medium
Student_36_Jan-23,student36@jan-23.spjain.edu,GMBA,Jan-23,Term 1,Placed,2.63,Medium,None,Low,Low,High
Student_37_Jan-23,student37@jan-23.spjain.edu,GMBA,Jan-23,Term 4,Placed,3.6,Medium,Medium,High,None,None
Student_38_Jan-23,student38@jan-23.spjain.edu,GMBA,Jan-23,Term 1,Placed,3.25,None,None,Medium,High,High
Student_39_Jan-23,student39@jan-23.spjain.edu,GMBA,Jan-23,Term 1,Not Placed,3.56,None,Medium,Low,High,Low
Student_40_Jan-23,student40@jan-23.spjain.edu,GMBA,Jan-23,Term 2,Placed,3.53,High,High,None,None,Medium
Student_41_Jan-23,student41@jan-23.spjain.edu,GMBA,Jan-23,Term 1,Not Placed,3.05,Low,None,None,Medium,Low
Student_42_Jan-23,student42@jan-23.spjain.edu,GMBA,Jan-23,Term 3,Placed,2.98,Low,None,Medium,None,Low
Student_43_Jan-23,student43@jan-23.spjain.edu,GMBA,Jan-23,Term 4,Not Placed,3.65,Medium,None,None,Low,None
Student_44_Jan-23,student44@jan-23.spjain.edu,GMBA,Jan-23,Term 1,Not Placed,3.83,Low,Low,None,None,Medium
Student_45_Jan-23,student45@jan-23.spjain.edu,GMBA,Jan-23,Term 1,Not Placed,3.26,Medium,Low,Medium,Medium,Medium
Student_46_Jan-23,student46@jan-23.spjain.edu,GMBA,Jan-23,Term 4,Placed,3.74,High,High,High,High,Low
Student_47_Jan-23,student47@jan-23.spjain.edu,GMBA,Jan-23,Term 2,Placed,3.53,Low,None,High,Low,Low
Student_48_Jan-23,student48@jan-23.spjain.edu,GMBA,Jan-23,Term 4,Not Placed,2.83,Low,None,High,Medium,None
Student_49_Jan-23,student49@jan-23.spjain.edu,GMBA,Jan-23,Term 2,Placed,3.57,High,None,Medium,High,Low
Student_50_Jan-23,student50@jan-23.spjain.edu,GMBA,Jan-23,Term 2,Not Placed,2.95,Medium,High,Medium,High,High
Student_51_Jan-23,student51@jan-23.spjain.edu,GMBA,Jan-23,Term 1,Not Placed,2.68,Medium,High,High,Low,None
Student_52_Jan-23,student52@jan-23.spjain.edu,GMBA,Jan-23,Term 1,Not Placed,3.92,None,High,Low,Low,None
Student_53_Jan-23,student53@jan-23.spjain.edu,GMBA,Jan-23,Term 3,Placed,2.96,None,High,None,High,None
Student_54_Jan-23,student54@jan-23.spjain.edu,GMBA,Jan-23,Term 3,Not Placed,2.55,None,None,High,None,Low
Student_55_Jan-23,student55@jan-23.spjain.edu,GMBA,Jan-23,Term 4,Placed,3.07,None,High,None,Low,High
Student_56_Jan-23,student56@jan-23.spjain.edu,GMBA,Jan-23,Term 1,Placed,3.59,High,None,None,Low,Medium
Student_57_Jan-23,student57@jan-23.spjain.edu,GMBA,Jan-23,Term 4,Placed,2.98,None,Medium,None,High,High
Student_58_Jan-23,student58@jan-23.spjain.edu,GMBA,Jan-23,Term 2,Placed,3.9,None,High,Medium,None,Low
Student_59_Jan-23,student59@jan-23.spjain.edu,GMBA,Jan-23,Term 4,Placed,2.88,High,None,Medium,None,Low
Student_60_Jan-23,student60@jan-23.spjain.edu,GMBA,Jan-23,Term 2,Placed,2.94,Low,None,High,Medium,High
Student_61_Jan-23,student61@jan-23.spjain.edu,GMBA,Jan-23,Term 2,Not Placed,3.23,High,None,Medium,None,High
Student_62_Jan-23,student62@jan-23.spjain.edu,GMBA,Jan-23,Term 3,Placed,2.84,None,Medium,None,High,High
Student_63_Jan-23,student63@jan-23.spjain.edu,GMBA,Jan-23,Term 2,Placed,2.7,High,None,None,Low,None
Student_64_Jan-23,student64@jan-23.spjain.edu,GMBA,Jan-23,Term 1,Not Placed,3.45,High,None,None,High,Low
Student_65_Jan-23,student65@jan-23.spjain.edu,GMBA,Jan-23,Term 4,Not Placed,2.6,High,Low,Low,None,None
Student_66_Jan-23,student66@jan-23.spjain.edu,GMBA,Jan-23,Term 2,Placed,2.68,Medium,High,Medium,Medium,None
Student_67_Jan-23,student67@jan-23.spjain.edu,GMBA,Jan-23,Term 3,Not Placed,3.22,Medium,None,High,High,Medium
Student_68_Jan-23,student68@jan-23.spjain.edu,GMBA,Jan-23,Term 2,Placed,2.95,None,High,Low,High,High
Student_69_Jan-23,student69@jan-23.spjain.edu,GMBA,Jan-23,Term 1,Not Placed,3.38,High,Low,Medium,Low,Medium
Student_70_Jan-23,student70@jan-23.spjain.edu,GMBA,Jan-23,Term 4,Placed,2.78,None,None,None,Medium,High
Student_71_Jan-23,student71@jan-23.spjain.edu,GMBA,Jan-23,Term 2,Not Placed,3.33,High,Medium,Medium,Medium,High
Student_72_Jan-23,student72@jan-23.spjain.edu,GMBA,Jan-23,Term 4,Placed,3.35,Medium,None,Low,Medium,Low
Student_73_Jan-23,student73@jan-23.spjain.edu,GMBA,Jan-23,Term 4,Placed,3.63,High,Low,None,High,Medium
Student_74_Jan-23,student74@jan-23.spjain.edu,GMBA,Jan-23,Term 3,Not Placed,3.17,Medium,Medium,None,None,Medium
Student_75_Jan-23,student75@jan-23.spjain.edu,GMBA,Jan-23,Term 2,Not Placed,3.25,High,None,High,None,High
Student_76_Jan-23,student76@jan-23.spjain.edu,GMBA,Jan-23,Term 1,Placed,3.66,High,Low,Low,None,Low
Student_77_Jan-23,student77@jan-23.spjain.edu,GMBA,Jan-23,Term 4,Not Placed,2.96,Low,Low,None,None,None
Student_78_Jan-23,student78@jan-23.spjain.edu,GMBA,Jan-23,Term 2,Not Placed,3.01,None,Low,High,Low,Low
Student_79_Jan-23,student79@jan-23.spjain.edu,GMBA,Jan-23,Term 3,Not Placed,3.39,Medium,Low,Low,Medium,Medium
Student_80_Jan-23,student80@jan-23.spjain.edu,GMBA,Jan-23,Term 3,Not Placed,2.79,Low,None,Low,Low,None
Student_81_Jan-23,student81@jan-23.spjain.edu,GMBA,Jan-23,Term 2,Placed,3.7,Low,Medium,Low,Low,Medium
Student_82_Jan-23,student82@jan-23.spjain.edu,GMBA,Jan-23,Term 4,Placed,2.68,Low,Medium,Medium,Low,Medium
Student_83_Jan-23,student83@jan-23.spjain.edu,GMBA,Jan-23,Term 4,Not Placed,2.87,None,Low,None,Low,Medium
Student_84_Jan-23,student84@jan-23.spjain.edu,GMBA,Jan-23,Term 3,Placed,2.88,None,None,High,High,Medium
Student_85_Jan-23,student85@jan-23.spjain.edu,GMBA,Jan-23,Term 3,Not Placed,3.18,Low,None,Medium,Low,High
Student_86_Jan-23,student86@jan-23.spjain.edu,GMBA,Jan-23,Term 4,Not Placed,3.39,None,None,None,Low,High
Student_87_Jan-23,student87@jan-23.spjain.edu,GMBA,Jan-23,Term 2,Placed,2.68,High,High,High,Low,High
Student_88_Jan-23,student88@jan-23.spjain.edu,GMBA,Jan-23,Term 3,Placed,3.68,None,Medium,High,High,High
Student_89_Jan-23,student89@jan-23.spjain.edu,GMBA,Jan-23,Term 1,Not Placed,3.97,Low,Low,None,Medium,Medium
Student_90_Jan-23,student90@jan-23.spjain.edu,GMBA,Jan-23,Term 2,Not Placed,3.89,Low,Medium,Medium,High,Low
Student_91_Jan-23,student91@jan-23.spjain.edu,GMBA,Jan-23,Term 2,Placed,3.71,None,Medium,High,Medium,High
Student_92_Jan-23,student92@jan-23.spjain.edu,GMBA,Jan-23,Term 3,Not Placed,2.69,Medium,None,Medium,Medium,None
Student_93_Jan-23,student93@jan-23.spjain.edu,GMBA,Jan-23,Term 2,Placed,3.88,Low,High,High,Medium,Low
Student_94_Jan-23,student94@jan-23.spjain.edu,GMBA,Jan-23,Term 4,Not Placed,3.17,Medium,High,High,None,None
Student_95_Jan-23,student95@jan-23.spjain.edu,GMBA,Jan-23,Term 4,Placed,3.61,None,None,High,Low,Medium
Student_96_Jan-23,student96@jan-23.spjain.edu,GMBA,Jan-23,Term 4,Not Placed,3.68,Low,Low,High,None,None
Student_97_Jan-23,student97@jan-23.spjain.edu,GMBA,Jan-23,Term 4,Placed,3.06,High,None,Medium,None,Medium
Student_98_Jan-23,student98@jan-23.spjain.edu,GMBA,Jan-23,Term 2,Not Placed,3.03,Low,Medium,Low,Medium,None
Student_1_May-23,student1@may-23.spjain.edu,GMBA,May-23,Term 4,Placed,3.53,Medium,High,None,High,None
Student_2_May-23,student2@may-23.spjain.edu,GMBA,May-23,Term 3,Not Placed,3.07,None,None,None,None,High
Student_3_May-23,student3@may-23.spjain.edu,GMBA,May-23,Term 4,Not Placed,3.02,Low,Low,Low,None,Medium
Student_4_May-23,student4@may-23.spjain.edu,GMBA,May-23,Term 2,Placed,3.78,Medium,High,None,Low,High
Student_5_May-23,student5@may-23.spjain.edu,GMBA,May-23,Term 2,Placed,3.56,Medium,High,High,Low,High
Student_6_May-23,student6@may-23.spjain.edu,GMBA,May-23,Term 3,Not Placed,2.72,Medium,None,Low,Medium,Medium
Student_7_May-23,student7@may-23.spjain.edu,GMBA,May-23,Term 4,Not Placed,2.75,High,Medium,High,High,Medium
Student_8_May-23,student8@may-23.spjain.edu,GMBA,May-23,Term 3,Not Placed,3.91,Medium,Medium,High,Medium,High
Student_9_May-23,student9@may-23.spjain.edu,GMBA,May-23,Term 1,Placed,2.9,Medium,High,None,Low,Medium
Student_10_May-23,student10@may-23.spjain.edu,GMBA,May-23,Term 2,Placed,2.87,High,Low,Medium,Low,High
Student_11_May-23,student11@may-23.spjain.edu,GMBA,May-23,Term 1,Not Placed,2.7,High,None,Medium,Medium,Medium
Student_12_May-23,student12@may-23.spjain.edu,GMBA,May-23,Term 3,Not Placed,3.19,None,Medium,High,Medium,Medium
Student_13_May-23,student13@may-23.spjain.edu,GMBA,May-23,Term 1,Placed,3.97,Medium,High,Low,None,None
Student_14_May-23,student14@may-23.spjain.edu,GMBA,May-23,Term 4,Not Placed,3.83,None,Low,None,Low,None
Student_15_May-23,student15@may-23.spjain.edu,GMBA,May-23,Term 2,Not Placed,2.69,High,Medium,High,Low,Low
Student_16_May-23,student16@may-23.spjain.edu,GMBA,May-23,Term 1,Not Placed,3.07,Low,Low,High,Low,None
Student_17_May-23,student17@may-23.spjain.edu,GMBA,May-23,Term 2,Placed,2.82,Medium,None,Medium,Low,None
Student_18_May-23,student18@may-23.spjain.edu,GMBA,May-23,Term 2,Placed,2.52,Medium,None,Low,None,None
Student_19_May-23,student19@may-23.spjain.edu,GMBA,May-23,Term 4,Not Placed,3.06,Medium,None,Medium,None,High
Student_20_May-23,student20@may-23.spjain.edu,GMBA,May-23,Term 2,Placed,3.85,High,Low,Low,High,Low
Student_21_May-23,student21@may-23.spjain.edu,GMBA,May-23,Term 4,Not Placed,3.83,None,High,Low,Low,None
Student_22_May-23,student22@may-23.spjain.edu,GMBA,May-23,Term 1,Not Placed,2.6,Low,Medium,Low,Medium,High
Student_23_May-23,student23@may-23.spjain.edu,GMBA,May-23,Term 1,Placed,3.62,Low,High,High,Medium,Low
Student_24_May-23,student24@may-23.spjain.edu,GMBA,May-23,Term 1,Not Placed,3.11,None,Low,Low,Low,Low
Student_25_May-23,student25@may-23.spjain.edu,GMBA,May-23,Term 1,Placed,3.83,None,None,High,High,Medium
Student_26_May-23,student26@may-23.spjain.edu,GMBA,May-23,Term 4,Not Placed,3.49,None,Low,Medium,Medium,Medium
Student_27_May-23,student27@may-23.spjain.edu,GMBA,May-23,Term 1,Not Placed,2.91,Medium,High,High,Low,High
Student_28_May-23,student28@may-23.spjain.edu,GMBA,May-23,Term 2,Placed,3.13,Medium,None,Medium,None,Low
Student_29_May-23,student29@may-23.spjain.edu,GMBA,May-23,Term 2,Placed,3.99,Medium,High,Low,None,High
Student_30_May-23,student30@may-23.spjain.edu,GMBA,May-23,Term 2,Not Placed,3.87,Medium,None,High,High,None
Student_31_May-23,student31@may-23.spjain.edu,GMBA,May-23,Term 3,Not Placed,3.78,Low,Low,Low,Medium,Low
Student_32_May-23,student32@may-23.spjain.edu,GMBA,May-23,Term 2,Placed,3.72,None,None,Low,Low,Low
Student_33_May-23,student33@may-23.spjain.edu,GMBA,May-23,Term 4,Not Placed,2.58,Low,Low,High,Medium,Medium
Student_34_May-23,student34@may-23.spjain.edu,GMBA,May-23,Term 2,Placed,3.2,Medium,High,Low,None,None
Student_35_May-23,student35@may-23.spjain.edu,GMBA,May-23,Term 4,Not Placed,2.95,Medium,Medium,None,High,Low
Student_36_May-23,student36@may-23.spjain.edu,GMBA,May-23,Term 1,Not Placed,3.11,None,Medium,None,None,High
Student_37_May-23,student37@may-23.spjain.edu,GMBA,May-23,Term 3,Not Placed,2.68,Medium,None,None,None,Medium
Student_38_May-23,student38@may-23.spjain.edu,GMBA,May-23,Term 4,Not Placed,3.77,Low,Medium,Medium,Low,Medium
Student_39_May-23,student39@may-23.spjain.edu,GMBA,May-23,Term 3,Not Placed,3.78,High,High,High,High,Medium
Student_40_May-23,student40@may-23.spjain.edu,GMBA,May-23,Term 4,Not Placed,3.84,Medium,High,High,None,Medium
Student_41_May-23,student41@may-23.spjain.edu,GMBA,May-23,Term 1,Placed,2.94,Low,Low,High,High,Medium
Student_42_May-23,student42@may-23.spjain.edu,GMBA,May-23,Term 3,Not Placed,2.65,High,High,High,Medium,Medium
Student_43_May-23,student43@may-23.spjain.edu,GMBA,May-23,Term 4,Not Placed,2.66,Low,High,Low,Medium,High
Student_44_May-23,student44@may-23.spjain.edu,GMBA,May-23,Term 4,Not Placed,2.74,High,None,Medium,Low,High
Student_45_May-23,student45@may-23.spjain.edu,GMBA,May-23,Term 4,Not Placed,3.5,None,None,Low,Low,Low
Student_46_May-23,student46@may-23.spjain.edu,GMBA,May-23,Term 4,Not Placed,3.71,Medium,Low,Low,Medium,Medium
Student_47_May-23,student47@may-23.spjain.edu,GMBA,May-23,Term 4,Placed,3.55,High,High,High,High,Medium
Student_48_May-23,student48@may-23.spjain.edu,GMBA,May-23,Term 1,Not Placed,2.69,High,Low,Low,Low,Medium
Student_49_May-23,student49@may-23.spjain.edu,GMBA,May-23,Term 4,Not Placed,3.11,Low,Medium,None,High,Low
Student_50_May-23,student50@may-23.spjain.edu,GMBA,May-23,Term 2,Not Placed,2.79,High,High,High,Low,None
Student_51_May-23,student51@may-23.spjain.edu,GMBA,May-23,Term 2,Not Placed,3.2,None,Low,None,Medium,Low
Student_52_May-23,student52@may-23.spjain.edu,GMBA,May-23,Term 4,Not Placed,3.94,Medium,High,Medium,Low,None
Student_53_May-23,student53@may-23.spjain.edu,GMBA,May-23,Term 1,Not Placed,3.81,Low,Medium,High,Medium,Medium
Student_54_May-23,student54@may-23.spjain.edu,GMBA,May-23,Term 4,Not Placed,3.86,Medium,None,High,High,Low
Student_55_May-23,student55@may-23.spjain.edu,GMBA,May-23,Term 3,Not Placed,3.01,High,None,Medium,Medium,Medium
Student_56_May-23,student56@may-23.spjain.edu,GMBA,May-23,Term 3,Not Placed,3.3,Medium,None,High,None,Low
Student_57_May-23,student57@may-23.spjain.edu,GMBA,May-23,Term 4,Placed,2.93,High,None,High,None,None
Student_58_May-23,student58@may-23.spjain.edu,GMBA,May-23,Term 4,Placed,3.88,Medium,None,Low,Low,High
Student_59_May-23,student59@may-23.spjain.edu,GMBA,May-23,Term 2,Not Placed,3.09,High,Medium,High,Medium,None
Student_60_May-23,student60@may-23.spjain.edu,GMBA,May-23,Term 2,Not Placed,2.5,High,High,Low,None,High
Student_61_May-23,student61@may-23.spjain.edu,GMBA,May-23,Term 3,Placed,3.24,Medium,Low,High,Medium,None
Student_62_May-23,student62@may-23.spjain.edu,GMBA,May-23,Term 3,Placed,3.32,Medium,High,None,High,Low
Student_63_May-23,student63@may-23.spjain.edu,GMBA,May-23,Term 2,Not Placed,2.53,Medium,Low,Medium,Low,Low
Student_64_May-23,student64@may-23.spjain.edu,GMBA,May-23,Term 4,Placed,3.86,Medium,Medium,Low,High,Low
Student_65_May-23,student65@may-23.spjain.edu,GMBA,May-23,Term 3,Placed,2.61,Medium,High,High,Medium,High
Student_66_May-23,student66@may-23.spjain.edu,GMBA,May-23,Term 3,Placed,2.67,None,Low,High,None,High
Student_67_May-23,student67@may-23.spjain.edu,GMBA,May-23,Term 4,Not Placed,3.68,Low,High,Low,Medium,None
Student_68_May-23,student68@may-23.spjain.edu,GMBA,May-23,Term 2,Not Placed,3.59,High,High,Medium,Medium,Low
Student_69_May-23,student69@may-23.spjain.edu,GMBA,May-23,Term 2,Placed,3.22,Low,High,Low,None,None
Student_70_May-23,student70@may-23.spjain.edu,GMBA,May-23,Term 1,Not Placed,2.82,Medium,None,High,Medium,None
Student_71_May-23,student71@may-23.spjain.edu,GMBA,May-23,Term 4,Not Placed,2.98,Low,Medium,High,High,None
Student_72_May-23,student72@may-23.spjain.edu,GMBA,May-23,Term 2,Placed,3.36,High,Low,Low,None,High
Student_73_May-23,student73@may-23.spjain.edu,GMBA,May-23,Term 3,Not Placed,2.63,High,High,Medium,None,None
Student_74_May-23,student74@may-23.spjain.edu,GMBA,May-23,Term 3,Placed,3.44,High,Low,Medium,Low,None
Student_75_May-23,student75@may-23.spjain.edu,GMBA,May-23,Term 3,Placed,3.79,High,Low,Medium,Low,None
Student_76_May-23,student76@may-23.spjain.edu,GMBA,May-23,Term 2,Not Placed,3.01,None,High,Low,High,None
Student_77_May-23,student77@may-23.spjain.edu,GMBA,May-23,Term 3,Not Placed,3.11,High,Low,Low,Medium,High
Student_78_May-23,student78@may-23.spjain.edu,GMBA,May-23,Term 2,Placed,3.04,High,Low,Low,Low,High
Student_79_May-23,student79@may-23.spjain.edu,GMBA,May-23,Term 2,Placed,3.37,High,Medium,High,Low,Low
Student_80_May-23,student80@may-23.spjain.edu,GMBA,May-23,Term 1,Not Placed,3.86,Low,High,None,High,Low
Student_81_May-23,student81@may-23.spjain.edu,GMBA,May-23,Term 4,Placed,3.49,Low,High,Medium,High,High
Student_82_May-23,student82@may-23.spjain.edu,GMBA,May-23,Term 1,Placed,3.84,High,None,Low,None,High
Student_83_May-23,student83@may-23.spjain.edu,GMBA,May-23,Term 3,Placed,3.39,Medium,High,Low,Medium,Medium
Student_84_May-23,student84@may-23.spjain.edu,GMBA,May-23,Term 1,Placed,3.21,Medium,Medium,Medium,None,High
Student_85_May-23,student85@may-23.spjain.edu,GMBA,May-23,Term 3,Placed,3.24,Medium,High,None,Medium,None
Student_86_May-23,student86@may-23.spjain.edu,GMBA,May-23,Term 2,Not Placed,3.02,None,None,Low,Low,Medium
Student_87_May-23,student87@may-23.spjain.edu,GMBA,May-23,Term 1,Not Placed,2.88,None,High,High,None,Medium
Student_88_May-23,student88@may-23.spjain.edu,GMBA,May-23,Term 3,Placed,3.36,High,Medium,Medium,High,Medium
Student_89_May-23,student89@may-23.spjain.edu,GMBA,May-23,Term 2,Placed,3.6,None,Medium,Medium,Low,High
Student_90_May-23,student90@may-23.spjain.edu,GMBA,May-23,Term 1,Placed,3.58,High,None,High,Low,Medium
Student_91_May-23,student91@may-23.spjain.edu,GMBA,May-23,Term 4,Placed,2.72,High,Low,Low,None,None
Student_92_May-23,student92@may-23.spjain.edu,GMBA,May-23,Term 3,Not Placed,3.49,Medium,Medium,None,Low,Medium
Student_93_May-23,student93@may-23.spjain.edu,GMBA,May-23,Term 2,Not Placed,3.23,Low,None,High,Low,High
Student_94_May-23,student94@may-23.spjain.edu,GMBA,May-23,Term 4,Not Placed,2.74,High,None,Low,Medium,None
Student_95_May-23,student95@may-23.spjain.edu,GMBA,May-23,Term 1,Not Placed,2.71,Low,Medium,None,High,None
Student_96_May-23,student96@may-23.spjain.edu,GMBA,May-23,Term 1,Not Placed,3.02,Medium,None,Medium,Low,None
Student_97_May-23,student97@may-23.spjain.edu,GMBA,May-23,Term 4,Not Placed,2.74,Medium,None,Medium,High,Medium
Student_98_May-23,student98@may-23.spjain.edu,GMBA,May-23,Term 4,Not Placed,2.83,Medium,High,Low,Low,Low
Student_99_May-23,student99@may-23.spjain.edu,GMBA,May-23,Term 1,Not Placed,3.79,Low,None,High,High,High
Student_100_May-23,student100@may-23.spjain.edu,GMBA,May-23,Term 2,Not Placed,2.88,Medium,Medium,None,High,Medium
Student_101_May-23,student101@may-23.spjain.edu,GMBA,May-23,Term 1,Not Placed,3.65,None,Low,High,None,Medium
Student_102_May-23,student102@may-23.spjain.edu,GMBA,May-23,Term 2,Placed,3.6,None,Low,Low,Medium,None
Student_103_May-23,student103@may-23.spjain.edu,GMBA,May-23,Term 3,Placed,3.07,Medium,Medium,Low,High,Low
Student_104_May-23,student104@may-23.spjain.edu,GMBA,May-23,Term 3,Not Placed,3.64,Low,None,Medium,None,High
Student_105_May-23,student105@may-23.spjain.edu,GMBA,May-23,Term 1,Placed,3.35,Medium,Medium,None,High,Medium
Student_106_May-23,student106@may-23.spjain.edu,GMBA,May-23,Term 4,Not Placed,3.3,High,High,None,Medium,Medium
Student_107_May-23,student107@may-23.spjain.edu,GMBA,May-23,Term 2,Placed,3.06,High,Low,High,None,High
Student_108_May-23,student108@may-23.spjain.edu,GMBA,May-23,Term 3,Not Placed,3.84,High,Low,Medium,High,High
Student_109_May-23,student109@may-23.spjain.edu,GMBA,May-23,Term 3,Placed,2.57,Low,Medium,High,None,Medium
Student_110_May-23,student110@may-23.spjain.edu,GMBA,May-23,Term 4,Not Placed,2.65,Medium,Low,High,None,Low
Student_111_May-23,student111@may-23.spjain.edu,GMBA,May-23,Term 3,Not Placed,3.33,Medium,High,High,High,Low
Student_112_May-23,student112@may-23.spjain.edu,GMBA,May-23,Term 2,Placed,3.73,Medium,High,Medium,Medium,Medium
Student_113_May-23,student113@may-23.spjain.edu,GMBA,May-23,Term 2,Placed,2.94,High,None,Medium,Medium,High
Student_114_May-23,student114@may-23.spjain.edu,GMBA,May-23,Term 1,Placed,3.05,Low,None,Medium,High,Medium
Student_115_May-23,student115@may-23.spjain.edu,GMBA,May-23,Term 4,Not Placed,2.51,Low,High,Medium,None,High
Student_116_May-23,student116@may-23.spjain.edu,GMBA,May-23,Term 1,Placed,2.82,Medium,None,High,None,Medium
Student_117_May-23,student117@may-23.spjain.edu,GMBA,May-23,Term 2,Not Placed,3.57,Low,None,Medium,Medium,None
Student_1_Sep-23,student1@sep-23.spjain.edu,GMBA,Sep-23,Term 2,Not Placed,2.92,Low,Medium,High,Medium,None
Student_2_Sep-23,student2@sep-23.spjain.edu,GMBA,Sep-23,Term 3,Not Placed,3.66,None,High,High,Medium,High
Student_3_Sep-23,student3@sep-23.spjain.edu,GMBA,Sep-23,Term 2,Placed,3.34,None,Medium,High,Medium,Medium
Student_4_Sep-23,student4@sep-23.spjain.edu,GMBA,Sep-23,Term 2,Placed,3.86,High,Medium,High,Low,High
Student_5_Sep-23,student5@sep-23.spjain.edu,GMBA,Sep-23,Term 3,Not Placed,3.0,Medium,Medium,High,None,None
Student_6_Sep-23,student6@sep-23.spjain.edu,GMBA,Sep-23,Term 2,Placed,3.7,Medium,High,Medium,None,High
Student_7_Sep-23,student7@sep-23.spjain.edu,GMBA,Sep-23,Term 4,Placed,3.61,Low,None,Medium,Low,Low
Student_8_Sep-23,student8@sep-23.spjain.edu,GMBA,Sep-23,Term 1,Placed,3.65,High,High,High,High,Low
Student_9_Sep-23,student9@sep-23.spjain.edu,GMBA,Sep-23,Term 2,Placed,2.62,Medium,None,High,None,Low
Student_10_Sep-23,student10@sep-23.spjain.edu,GMBA,Sep-23,Term 1,Placed,3.58,Low,Low,None,High,Low
Student_11_Sep-23,student11@sep-23.spjain.edu,GMBA,Sep-23,Term 3,Not Placed,2.74,Medium,None,Low,None,High
Student_12_Sep-23,student12@sep-23.spjain.edu,GMBA,Sep-23,Term 2,Placed,3.74,Low,High,Low,None,None
Student_13_Sep-23,student13@sep-23.spjain.edu,GMBA,Sep-23,Term 1,Not Placed,3.2,High,High,High,Low,Medium
Student_14_Sep-23,student14@sep-23.spjain.edu,GMBA,Sep-23,Term 4,Not Placed,3.46,High,Low,Low,Medium,None
Student_15_Sep-23,student15@sep-23.spjain.edu,GMBA,Sep-23,Term 4,Placed,2.85,Medium,Low,Medium,Low,Low
Student_16_Sep-23,student16@sep-23.spjain.edu,GMBA,Sep-23,Term 1,Not Placed,2.97,Medium,None,High,High,None
Student_17_Sep-23,student17@sep-23.spjain.edu,GMBA,Sep-23,Term 1,Not Placed,2.81,None,None,Low,High,Medium
Student_18_Sep-23,student18@sep-23.spjain.edu,GMBA,Sep-23,Term 2,Placed,2.59,High,High,None,Low,High
Student_19_Sep-23,student19@sep-23.spjain.edu,GMBA,Sep-23,Term 1,Not Placed,3.44,Low,Medium,None,None,Medium
Student_20_Sep-23,student20@sep-23.spjain.edu,GMBA,Sep-23,Term 2,Not Placed,3.58,Medium,High,None,Low,Medium
Student_21_Sep-23,student21@sep-23.spjain.edu,GMBA,Sep-23,Term 2,Placed,2.71,None,Low,Medium,Low,None
Student_22_Sep-23,student22@sep-23.spjain.edu,GMBA,Sep-23,Term 3,Placed,2.53,None,Medium,Low,None,Medium
Student_23_Sep-23,student23@sep-23.spjain.edu,GMBA,Sep-23,Term 1,Not Placed,3.94,Low,High,None,High,None
Student_24_Sep-23,student24@sep-23.spjain.edu,GMBA,Sep-23,Term 3,Not Placed,2.74,Low,Low,High,Medium,None
Student_25_Sep-23,student25@sep-23.spjain.edu,GMBA,Sep-23,Term 2,Not Placed,3.01,Medium,Low,Medium,High,High
Student_26_Sep-23,student26@sep-23.spjain.edu,GMBA,Sep-23,Term 4,Not Placed,2.96,Low,Low,High,Medium,High
Student_27_Sep-23,student27@sep-23.spjain.edu,GMBA,Sep-23,Term 3,Placed,3.33,Medium,Low,Low,Medium,None
Student_28_Sep-23,student28@sep-23.spjain.edu,GMBA,Sep-23,Term 1,Not Placed,2.56,High,Low,Medium,Medium,Medium
Student_29_Sep-23,student29@sep-23.spjain.edu,GMBA,Sep-23,Term 2,Not Placed,2.79,Low,Low,High,None,Medium
Student_30_Sep-23,student30@sep-23.spjain.edu,GMBA,Sep-23,Term 2,Placed,2.64,None,None,High,High,Medium
Student_31_Sep-23,student31@sep-23.spjain.edu,GMBA,Sep-23,Term 2,Placed,3.45,Medium,None,Medium,Medium,None
Student_32_Sep-23,student32@sep-23.spjain.edu,GMBA,Sep-23,Term 3,Placed,2.56,None,High,High,High,None
Student_33_Sep-23,student33@sep-23.spjain.edu,GMBA,Sep-23,Term 3,Not Placed,2.64,None,High,High,Medium,Medium
Student_34_Sep-23,student34@sep-23.spjain.edu,GMBA,Sep-23,Term 1,Placed,3.38,Low,None,High,Medium,High
Student_35_Sep-23,student35@sep-23.spjain.edu,GMBA,Sep-23,Term 2,Not Placed,3.0,None,Low,Low,High,None
Student_36_Sep-23,student36@sep-23.spjain.edu,GMBA,Sep-23,Term 1,Placed,3.09,Low,Medium,High,High,Low
Student_37_Sep-23,student37@sep-23.spjain.edu,GMBA,Sep-23,Term 1,Placed,3.81,Low,High,Low,Medium,Medium
Student_38_Sep-23,student38@sep-23.spjain.edu,GMBA,Sep-23,Term 4,Not Placed,3.01,High,Medium,None,Medium,Medium
