Campus,Course_Name,Cohort,Unit_Name,Faculty,Email_ID,Unit_Commencement_date,No_of_Session_IDs_created,Total_Students_Participated,Batch_size,Student_adoption_rate,End_Date,No_of_students_who_filled_form,Size_of_batch_when_feedback_taken,Faculty_Avg_Score,AI_Tutor_quality_score,AI_Tutor_impact_score,Avg_Rating_for_AI_Tutor_Tool,Implemented_AI_Tutor,Features_found_useful,Used_Document_Creator,Quizzes_conducted,Quizzes_used_for_grading,Quiz_outcome,Faculty_Feedback
DXB,MGB,Jan-24,Unit 5,Prof_Smith,prof_williams@spjain.edu,12-Apr-2024,11,93,133,92.69315231432401,12-Jul-2024,90,109,4.646017575713759,3.843895168443387,4.4133772235846385,3.6445150180550723,N,Study Planner,Y,6,5,Needs Improvement,Neutral
DXB,MGB,May-24,Unit 1,Prof_Jones,prof_smith@spjain.edu,17-May-2024,22,94,133,80.14605506377258,27-Jun-2024,91,110,4.653323526572244,3.807257455229913,4.670237667507418,4.115858181058229,Y,Document Creator,N,3,1,Good,Positive
DXB,MGB,May-24,Unit 2,Prof_Williams,prof_jones@spjain.edu,23-Feb-2024,17,106,121,88.00639147187373,16-Nov-2024,90,110,3.7739151363672923,3.977370885848888,4.616701496034779,3.5314244534160077,Y,Quiz Generator,Y,2,5,Excellent,Positive
DXB,MGB,May-24,Unit 3,Prof_Smith,prof_johnson@spjain.edu,9-Mar-2024,22,118,136,85.94056766827032,24-Dec-2024,78,85,3.7815714432594505,4.4671784877185035,4.218554800406341,4.174335758677077,Y,All Features,Y,2,4,Satisfactory,Positive
DXB,MGB,May-24,Unit 4,Prof_Williams,prof_brown@spjain.edu,20-Oct-2024,12,94,124,79.6365470685462,4-Jan-2024,72,113,4.617469199613787,4.354795478677784,4.1617745139387665,3.7093856710770385,Y,Quiz Generator,N,0,4,Excellent,Very Positive
DXB,MGB,May-24,Unit 5,Prof_Brown,prof_johnson@spjain.edu,20-Sep-2024,10,107,133,80.5171005000132,28-Jan-2024,93,107,3.798332133292765,4.682530215608596,4.56851114366605,4.033731094678677,Y,All Features,Y,4,3,Good,Very Positive
DXB,MGB,Sep-24,Unit 1,Prof_Williams,prof_jones@spjain.edu,18-Jul-2024,18,92,100,87.72872093015269,26-Jan-2024,96,113,3.653177185175496,3.8079134576956393,4.420000732883517,4.4628734314888865,N,All Features,N,1,1,Needs Improvement,Neutral
DXB,MGB,Sep-24,Unit 2,Prof_Williams,prof_jones@spjain.edu,14-Oct-2024,21,119,117,94.79496685426788,13-Apr-2024,86,115,4.518924942052599,4.330714532707569,4.107234265767062,4.27687589881766,N,Study Planner,N,6,5,Good,Very Positive
DXB,MGB,Sep-24,Unit 3,Prof_Johnson,prof_brown@spjain.edu,26-Dec-2024,15,86,113,82.70858857791143,26-Jun-2024,95,119,4.406174631341798,4.577468926886157,3.876811810046539,4.850398351924325,Y,Document Creator,Y,7,4,Needs Improvement,Very Positive
DXB,MGB,Sep-24,Unit 4,Prof_Smith,prof_williams@spjain.edu,8-Jun-2024,12,118,102,88.11236783570163,13-Oct-2024,93,98,4.425087581221676,4.457219820195506,4.7402874436301685,4.648320228199509,N,All Features,Y,3,5,Satisfactory,Positive
DXB,MGB,Sep-24,Unit 5,Prof_Smith,prof_jones@spjain.edu,17-Sep-2024,17,119,110,86.85060952530449,12-Apr-2024,60,90,3.612895656346249,4.103530557138027,4.139377058956328,4.437526864954832,N,Quiz Generator,Y,1,0,Satisfactory,Neutral
MUM,MGB,Jan-24,Unit 1,Prof_Williams,prof_williams@spjain.edu,8-Oct-2024,16,109,125,84.37266804364536,9-Mar-2024,86,112,3.6384044433103497,3.8796245675793744,4.023677006914932,4.825821651248728,N,Study Planner,N,6,4,Needs Improvement,Positive
MUM,MGB,Jan-24,Unit 2,Prof_Williams,prof_brown@spjain.edu,22-Aug-2024,10,110,107,76.44549412048501,13-Nov-2024,74,94,4.540209812003746,4.253668569408284,4.088405892015656,4.249912670356128,N,Quiz Generator,N,1,3,Satisfactory,Very Positive
MUM,MGB,Jan-24,Unit 3,Prof_Jones,prof_johnson@spjain.edu,16-Jun-2024,21,93,136,76.72689456171997,24-Nov-2024,72,111,4.458245922323812,4.058347509123176,3.96626216962946,3.8715675226560986,Y,Quiz Generator,Y,5,1,Excellent,Very Positive
MUM,MGB,Jan-24,Unit 4,Prof_Smith,prof_brown@spjain.edu,20-Jan-2024,11,110,123,85.51668687079416,16-Oct-2024,77,111,3.7377334220686036,4.64068855797952,4.262246999206344,4.057031297020092,Y,Document Creator,N,7,4,Excellent,Neutral
MUM,MGB,Jan-24,Unit 5,Prof_Brown,prof_johnson@spjain.edu,15-Feb-2024,24,100,144,70.21046512049064,22-Apr-2024,84,117,3.630972173981868,4.197762558415948,4.648026225609115,3.7620134187339898,N,Quiz Generator,N,7,4,Satisfactory,Neutral
MUM,MGB,May-24,Unit 1,Prof_Johnson,prof_brown@spjain.edu,14-Apr-2024,23,103,123,91.35815218102049,9-Aug-2024,71,116,3.670480916448341,4.433482002128758,3.9514234244496356,3.6398176372732345,N,Quiz Generator,N,6,1,Good,Positive
MUM,MGB,May-24,Unit 2,Prof_Brown,prof_smith@spjain.edu,6-Jul-2024,25,88,140,82.92517437301251,24-Jun-2024,91,99,3.826266243538111,4.744352180694178,3.752480234490649,3.638564719012085,Y,Document Creator,Y,4,3,Excellent,Some Concerns
MUM,MGB,May-24,Unit 3,Prof_Williams,prof_williams@spjain.edu,12-Jun-2024,18,102,101,80.29402261995477,12-Nov-2024,98,92,4.2499098833550715,4.51485203142497,4.292282079845613,4.8711223862501445,N,Study Planner,N,8,3,Needs Improvement,Very Positive
MUM,MGB,May-24,Unit 4,Prof_Brown,prof_jones@spjain.edu,10-Aug-2024,14,90,140,90.19292859892671,11-Jul-2024,100,119,4.2431288460359315,4.733790849132689,3.778478485994213,3.7267992845257796,Y,Study Planner,N,4,5,Satisfactory,Some Concerns
MUM,MGB,May-24,Unit 5,Prof_Williams,prof_brown@spjain.edu,25-Jun-2024,24,106,110,74.5971549775846,1-Mar-2024,75,96,4.722568538539394,4.570766621267153,3.788071211663102,3.7336746510555137,Y,Document Creator,Y,7,4,Excellent,Very Positive
MUM,MGB,Sep-24,Unit 1,Prof_Brown,prof_jones@spjain.edu,25-Feb-2024,13,96,139,73.88185905000405,21-Jul-2024,79,94,3.8216154751097497,4.112592808063898,4.389128753088809,3.6837879548776096,Y,Document Creator,Y,5,2,Needs Improvement,Some Concerns
MUM,MGB,Sep-24,Unit 2,Prof_Jones,prof_williams@spjain.edu,18-Aug-2024,14,114,111,84.77077316447799,15-Nov-2024,100,116,4.065470582846535,4.503765159871288,4.2871625441359535,4.772492412373689,N,Quiz Generator,Y,7,2,Satisfactory,Some Concerns
MUM,MGB,Sep-24,Unit 3,Prof_Williams,prof_johnson@spjain.edu,10-Jan-2024,10,113,148,91.19866220956676,12-May-2024,90,114,3.5108122437752853,4.814297235318459,4.741653263054936,4.16789389863204,Y,All Features,N,3,0,Satisfactory,Positive
MUM,MGB,Sep-24,Unit 4,Prof_Brown,prof_jones@spjain.edu,14-Jul-2024,17,90,145,88.42794635258443,13-Jul-2024,74,96,3.602972653127545,4.487855315681681,4.268271068043948,4.61994269843352,N,Study Planner,N,6,1,Excellent,Positive
MUM,MGB,Sep-24,Unit 5,Prof_Johnson,prof_williams@spjain.edu,4-Nov-2024,24,119,128,76.8033532612906,20-Aug-2024,72,100,3.525214016421095,3.8545952794454084,4.288467828365743,3.760312637398136,Y,Study Planner,N,2,5,Needs Improvement,Very Positive
SG,GMBA,Jan-24,Unit 1,Prof_Johnson,prof_smith@spjain.edu,5-Jan-2024,25,93,121,80.50607567868693,26-Aug-2024,83,109,4.406015243596227,3.8349108335619677,3.7882454069547427,4.550797414275271,Y,Document Creator,N,6,0,Needs Improvement,Positive
SG,GMBA,Jan-24,Unit 2,Prof_Johnson,prof_williams@spjain.edu,27-Jul-2024,10,87,149,87.86706303226993,13-Aug-2024,75,82,3.7589338391951097,4.608855057121035,3.80335633436779,4.432411037198918,Y,All Features,N,4,2,Good,Very Positive
SG,GMBA,Jan-24,Unit 3,Prof_Jones,prof_jones@spjain.edu,4-May-2024,25,120,119,74.96809079506,2-Nov-2024,73,87,3.8067555891184632,4.27757781562928,3.716574475795749,4.612146556277127,Y,All Features,Y,0,0,Needs Improvement,Positive
SG,GMBA,Jan-24,Unit 4,Prof_Williams,prof_smith@spjain.edu,8-Mar-2024,25,85,143,85.46612146094853,25-Nov-2024,63,83,3.9621729779090535,3.9693102789779076,4.2899886583582525,3.650348318935621,N,Quiz Generator,N,8,5,Satisfactory,Some Concerns
SG,GMBA,Jan-24,Unit 5,Prof_Johnson,prof_smith@spjain.edu,23-Jul-2024,21,88,116,92.46657610675106,16-Dec-2024,88,115,3.883128975373166,4.566741552495221,3.9087534198416165,3.7612774205287454,N,Study Planner,N,4,4,Good,Very Positive
SG,GMBA,May-24,Unit 1,Prof_Jones,prof_johnson@spjain.edu,15-May-2024,18,114,123,81.35197449488935,25-Nov-2024,92,104,4.453755063870508,4.771225609783768,4.381708067227246,4.009705275941068,Y,Study Planner,Y,8,3,Good,Some Concerns
SG,GMBA,May-24,Unit 2,Prof_Jones,prof_johnson@spjain.edu,20-May-2024,20,106,141,78.05060139120819,4-Sep-2024,64,82,4.585751365267779,3.9427516929544706,4.660842055338629,3.782910640164295,N,Quiz Generator,Y,0,4,Needs Improvement,Some Concerns
SG,GMBA,May-24,Unit 3,Prof_Jones,prof_jones@spjain.edu,23-Oct-2024,18,83,123,75.51806960365802,23-Feb-2024,60,93,4.35247417046746,4.821244091382206,4.615285467266682,4.155282800804287,Y,Study Planner,N,5,5,Excellent,Neutral
SG,GMBA,May-24,Unit 4,Prof_Jones,prof_smith@spjain.edu,24-Feb-2024,19,84,113,94.01466863592812,4-Feb-2024,74,114,4.000930414693792,4.012431392660821,4.422564165097768,4.29803873654794,Y,All Features,Y,5,5,Needs Improvement,Some Concerns
SG,GMBA,May-24,Unit 5,Prof_Smith,prof_johnson@spjain.edu,26-Mar-2024,22,112,121,86.43829702551969,18-Oct-2024,88,102,4.673230461848538,4.405089476634632,4.7965353455924955,4.682795620861704,N,All Features,N,3,4,Good,Some Concerns
SG,GMBA,Sep-24,Unit 1,Prof_Jones,prof_williams@spjain.edu,12-Aug-2024,24,105,100,88.1578319584323,10-Oct-2024,61,113,3.675611422147122,4.779357013344957,3.7072257118699503,4.878152195443522,Y,Study Planner,Y,4,4,Good,Very Positive
SG,GMBA,Sep-24,Unit 2,Prof_Smith,prof_brown@spjain.edu,12-Mar-2024,14,96,123,92.2406338122032,8-Apr-2024,76,99,3.6194766576709845,4.239778073325541,4.709669983678914,4.527972335428612,N,All Features,Y,7,5,Excellent,Neutral
SG,GMBA,Sep-24,Unit 3,Prof_Smith,prof_jones@spjain.edu,13-Feb-2024,11,101,122,91.99481256625461,14-Jul-2024,67,94,4.471982254450119,4.734425984043865,4.721518482361569,4.387441944244401,N,Document Creator,N,8,0,Satisfactory,Positive
SG,GMBA,Sep-24,Unit 4,Prof_Williams,prof_jones@spjain.edu,23-Apr-2024,14,83,143,88.28946433912353,13-Aug-2024,98,116,4.156148149945645,4.044294190966555,4.018761332072356,4.052051365429293,Y,Study Planner,Y,7,4,Excellent,Some Concerns
SG,GMBA,Sep-24,Unit 5,Prof_Williams,prof_smith@spjain.edu,13-Sep-2024,23,88,148,73.37176909314887,18-Apr-2024,91,105,4.347922970672919,4.015709230432543,4.377596521353622,4.529934855803452,Y,Quiz Generator,Y,4,3,Satisfactory,Very Positive
DXB,GMBA,Jan-24,Unit 1,Prof_Smith,prof_brown@spjain.edu,14-Jun-2024,21,92,120,78.61312273775732,21-Jan-2024,79,90,4.783947492052848,4.477843093899954,4.789175100498465,4.119094147327952,Y,All Features,Y,3,1,Satisfactory,Positive
DXB,GMBA,Jan-24,Unit 2,Prof_Smith,prof_smith@spjain.edu,24-Jan-2024,17,119,109,91.71880879112422,27-May-2024,60,101,4.401933792572953,3.9224057915481167,4.19506772770218,3.5318473612116827,Y,Quiz Generator,Y,8,4,Satisfactory,Some Concerns
DXB,GMBA,Jan-24,Unit 3,Prof_Jones,prof_johnson@spjain.edu,23-Dec-2024,10,104,137,92.65100715002573,17-Jan-2024,76,90,3.5781430644483687,4.020765662700738,4.466179357318292,3.8797940319353295,N,Document Creator,Y,6,5,Satisfactory,Neutral
DXB,GMBA,Jan-24,Unit 4,Prof_Smith,prof_smith@spjain.edu,10-Nov-2024,22,94,124,82.71350830357744,23-Feb-2024,80,111,4.626804569186556,4.384716709679535,3.905059126159271,4.200911152016431,N,Document Creator,Y,3,4,Satisfactory,Neutral
DXB,GMBA,Jan-24,Unit 5,Prof_Brown,prof_brown@spjain.edu,24-Mar-2024,10,102,143,78.79782705667952,21-May-2024,75,112,3.858641762699639,3.8682106665400533,3.983447301138528,4.042038825501225,Y,Study Planner,Y,2,2,Needs Improvement,Positive
DXB,GMBA,May-24,Unit 1,Prof_Smith,prof_brown@spjain.edu,17-Nov-2024,17,106,115,84.32246382399447,14-May-2024,98,101,4.083919940925418,3.9449493454950524,4.417719910684482,4.3134429809294295,Y,Quiz Generator,N,8,1,Needs Improvement,Positive
DXB,GMBA,May-24,Unit 2,Prof_Jones,prof_johnson@spjain.edu,11-Feb-2024,13,91,120,90.98806274675543,5-Dec-2024,61,100,4.644171470141149,4.255444170961646,4.152376939607285,4.120206281869513,N,Quiz Generator,Y,1,1,Good,Very Positive
DXB,GMBA,May-24,Unit 3,Prof_Jones,prof_jones@spjain.edu,9-Oct-2024,17,118,114,75.77280943978165,1-Jun-2024,65,110,3.6743126157896366,4.730752059557907,4.215639848137059,4.409395974304848,Y,All Features,N,7,1,Good,Positive
DXB,GMBA,May-24,Unit 4,Prof_Johnson,prof_smith@spjain.edu,14-Jan-2024,18,106,114,88.5591665415725,7-Apr-2024,64,91,4.705234168031132,4.884190403545006,4.653841902902464,4.185920057915209,N,All Features,Y,6,3,Excellent,Some Concerns
DXB,GMBA,May-24,Unit 5,Prof_Williams,prof_brown@spjain.edu,20-Dec-2024,11,113,106,81.29023981409155,27-Jan-2024,75,113,4.199229886489321,4.88221370807802,3.7431767844667365,4.042356992681156,Y,Quiz Generator,N,7,3,Satisfactory,Neutral
DXB,GMBA,Sep-24,Unit 1,Prof_Brown,prof_johnson@spjain.edu,14-May-2024,11,113,109,81.58947382679088,21-Aug-2024,65,112,3.6471230621166737,4.656604256063644,4.731626703469163,4.474559798575714,Y,All Features,N,5,3,Excellent,Positive
DXB,GMBA,Sep-24,Unit 2,Prof_Brown,prof_jones@spjain.edu,23-Apr-2024,24,85,116,78.10186950335603,21-Dec-2024,70,87,3.6185486126572965,4.576849380838411,4.397479660058303,3.6194291616480365,N,Quiz Generator,N,8,3,Excellent,Positive
DXB,GMBA,Sep-24,Unit 3,Prof_Williams,prof_jones@spjain.edu,28-Nov-2024,14,90,109,74.47166911683172,23-Jan-2024,86,99,3.9023737970680763,4.645493464597037,4.19088405756398,4.377033989526141,Y,Quiz Generator,Y,0,4,Satisfactory,Very Positive
DXB,GMBA,Sep-24,Unit 4,Prof_Brown,prof_brown@spjain.edu,28-Aug-2024,10,118,131,75.94695885048692,19-Nov-2024,90,109,4.033196775424763,3.8873454091052575,4.360112314725148,3.8425984400140867,N,Quiz Generator,Y,2,1,Excellent,Neutral
DXB,GMBA,Sep-24,Unit 5,Prof_Smith,prof_johnson@spjain.edu,28-Jan-2024,19,101,105,71.22578406871997,14-Mar-2024,70,98,4.29441668286325,4.560664979888734,4.354465884935191,4.602230611347021,Y,All Features,N,0,0,Satisfactory,Neutral
MUM,GMBA,Jan-24,Unit 1,Prof_Williams,prof_brown@spjain.edu,27-Feb-2024,23,115,104,77.32081783391848,5-Feb-2024,77,101,4.185168553426007,4.377110830179079,4.4654124470796885,4.356875242899793,Y,Document Creator,N,4,3,Satisfactory,Neutral
MUM,GMBA,Jan-24,Unit 2,Prof_Jones,prof_jones@spjain.edu,20-Jun-2024,14,119,136,82.40992313617949,24-Nov-2024,91,111,4.550374467923339,4.7720300493415175,3.955993803437395,3.9066832897883708,Y,Document Creator,Y,0,3,Excellent,Positive
MUM,GMBA,Jan-24,Unit 3,Prof_Jones,prof_brown@spjain.edu,14-Jan-2024,20,102,135,90.1510879467248,7-Jan-2024,100,92,4.397022180006763,4.079859274396412,3.774619669754429,3.9203975924057177,N,Document Creator,Y,5,2,Needs Improvement,Very Positive
MUM,GMBA,Jan-24,Unit 4,Prof_Johnson,prof_johnson@spjain.edu,11-Jun-2024,25,110,102,86.14130551661437,16-Mar-2024,100,109,4.659675824826893,4.390664299469601,4.068620619987824,4.5975846464919545,N,Document Creator,N,5,4,Excellent,Positive
MUM,GMBA,Jan-24,Unit 5,Prof_Jones,prof_williams@spjain.edu,26-Jun-2024,12,89,117,91.0184788389454,11-Jul-2024,100,114,4.595127507416608,4.42807980527176,4.128522901282585,4.333268613842,N,Study Planner,Y,4,3,Excellent,Some Concerns
MUM,GMBA,May-24,Unit 1,Prof_Johnson,prof_williams@spjain.edu,15-May-2024,16,113,119,74.37531864498393,12-Jan-2024,72,85,4.076906320883282,3.8274282520929557,4.230929510261501,4.200076031801916,Y,Study Planner,N,8,2,Satisfactory,Positive
MUM,GMBA,May-24,Unit 2,Prof_Smith,prof_jones@spjain.edu,22-Mar-2024,16,82,129,79.68970539303075,28-Sep-2024,67,80,3.9042757132056245,3.84843296003161,4.6329364266523445,4.720625130250352,N,All Features,Y,1,4,Satisfactory,Very Positive
MUM,GMBA,May-24,Unit 3,Prof_Jones,prof_williams@spjain.edu,21-Apr-2024,20,92,112,77.1641844281274,18-Jun-2024,88,87,3.8544504686751733,3.9732456162646455,3.825906433290112,4.841617276311837,Y,Quiz Generator,N,8,2,Satisfactory,Positive
MUM,GMBA,May-24,Unit 4,Prof_Williams,prof_jones@spjain.edu,8-Mar-2024,12,99,139,92.306077617917,18-Aug-2024,63,88,3.537690492063435,4.793621648423713,3.7555016116538615,4.037039495075642,Y,All Features,N,2,5,Needs Improvement,Neutral
MUM,GMBA,May-24,Unit 5,Prof_Williams,prof_williams@spjain.edu,27-Apr-2024,12,109,136,73.29488200934905,27-Dec-2024,89,86,4.0922594219707635,4.552925772285912,4.481237492286733,4.151555189928146,Y,Quiz Generator,Y,4,2,Needs Improvement,Positive
MUM,GMBA,Sep-24,Unit 1,Prof_Williams,prof_williams@spjain.edu,15-Aug-2024,10,84,130,72.8221764325054,16-Aug-2024,70,98,4.498323969194294,4.464884254575864,3.8401334021892,3.6441050944325357,Y,Study Planner,Y,4,4,Needs Improvement,Some Concerns
MUM,GMBA,Sep-24,Unit 2,Prof_Jones,prof_brown@spjain.edu,8-Oct-2024,17,115,110,94.34729328050737,13-Feb-2024,81,93,4.558090416358991,4.450067218946392,4.562745374278916,4.1094951912320825,N,Quiz Generator,Y,1,5,Needs Improvement,Very Positive
MUM,GMBA,Sep-24,Unit 3,Prof_Jones,prof_jones@spjain.edu,15-Jun-2024,13,108,111,77.70089308840846,13-Feb-2024,98,86,4.391161286520114,4.456045956525785,4.601852301633373,3.958371540099481,Y,Document Creator,Y,2,4,Excellent,Positive
MUM,GMBA,Sep-24,Unit 4,Prof_Johnson,prof_brown@spjain.edu,18-May-2024,22,119,136,81.17899421521771,7-Nov-2024,80,99,4.2413593302119565,4.804524691756925,4.035005146342157,4.8206666164945595,N,Study Planner,Y,0,4,Needs Improvement,Positive
MUM,GMBA,Sep-24,Unit 5,Prof_Williams,prof_smith@spjain.edu,12-Sep-2024,11,80,145,84.00075644641244,12-Feb-2024,78,81,3.8058135216029743,4.572444070497008,4.133695156035839,3.9453782334661716,N,All Features,N,6,4,Good,Positive
